Pangolin,Count,Percentage
XBB.1.5.6,152,0.0017005541233235137
LB.1.7.1,151,0.001689366267249017
EG.14,151,0.001689366267249017
HN.2,151,0.001689366267249017
BA.2.3.14,151,0.001689366267249017
D.3,151,0.001689366267249017
BA.2.42,151,0.001689366267249017
BL.2,151,0.001689366267249017
JN.1.34,151,0.001689366267249017
XBB.1.18.1,151,0.001689366267249017
B.1.1.453,150,0.0016781784111745202
MC.2.1,150,0.0016781784111745202
GY.6,150,0.0016781784111745202
BF.7.10,150,0.0016781784111745202
XBB.1.5.75,149,0.0016669905551000234
MC.19,149,0.0016669905551000234
EW.2,149,0.0016669905551000234
HF.1.2,149,0.0016669905551000234
EG.7,148,0.0016558026990255265
B.1.421,148,0.0016558026990255265
BA.1.6,148,0.0016558026990255265
JN.1.1.1,148,0.0016558026990255265
XBB.3.2,148,0.0016558026990255265
AY.79,148,0.0016558026990255265
LD.1,148,0.0016558026990255265
B.1.448,148,0.0016558026990255265
B.1.306,147,0.00164461484295103
B.1.544,147,0.00164461484295103
HZ.3,147,0.00164461484295103
B.1.381,147,0.00164461484295103
EK.2.1,147,0.00164461484295103
HE.1,146,0.0016334269868765329
XBB.1.5.99,146,0.0016334269868765329
EG.3,146,0.0016334269868765329
AZ.2,146,0.0016334269868765329
JN.1.59,146,0.0016334269868765329
FL.4.2,146,0.0016334269868765329
B.1.91,145,0.001622239130802036
XH,145,0.001622239130802036
BF.20,145,0.001622239130802036
FL.7,145,0.001622239130802036
XQ,144,0.0016110512747275394
BN.1.3.12,144,0.0016110512747275394
CH.1.1.3,144,0.0016110512747275394
B.1.35,144,0.0016110512747275394
CK.1.3,143,0.0015998634186530428
AY.95,143,0.0015998634186530428
JN.7,143,0.0015998634186530428
B.1.492,143,0.0015998634186530428
CZ.2,143,0.0015998634186530428
B.1.237,143,0.0015998634186530428
JN.1.29,143,0.0015998634186530428
FY.4.2,143,0.0015998634186530428
GL.3,142,0.0015886755625785457
B.1.199,142,0.0015886755625785457
JN.1.41,142,0.0015886755625785457
GU.1,141,0.0015774877065040489
BA.4.1.11,141,0.0015774877065040489
GB.1,141,0.0015774877065040489
XBB.1.5.70,141,0.0015774877065040489
GN.1.1,141,0.0015774877065040489
JD.1.1.3,141,0.0015774877065040489
JN.5,141,0.0015774877065040489
A.21,140,0.0015662998504295522
AY.124.1,140,0.0015662998504295522
BQ.1.20,140,0.0015662998504295522
B.1.530,140,0.0015662998504295522
BA.2.34,139,0.0015551119943550552
BA.2.4,139,0.0015551119943550552
EK.3,139,0.0015551119943550552
MC.26,138,0.0015439241382805586
BA.2.86.2,138,0.0015439241382805586
BA.2.31.1,138,0.0015439241382805586
B.1.469,138,0.0015439241382805586
FG.3,138,0.0015439241382805586
B.1.120,138,0.0015439241382805586
B.1.602,137,0.0015327362822060617
BA.2.3.12,137,0.0015327362822060617
FY.5.1.1,137,0.0015327362822060617
JN.1.17,137,0.0015327362822060617
B.1.1.305,137,0.0015327362822060617
XBB.1.22.2,137,0.0015327362822060617
BQ.1.27,137,0.0015327362822060617
XBB.1.5.38,136,0.0015215484261315649
BA.4.6.4,136,0.0015215484261315649
A.27,136,0.0015215484261315649
CH.1.1.16,136,0.0015215484261315649
B.1.1.89,136,0.0015215484261315649
JN.1.55,136,0.0015215484261315649
XDP.1,136,0.0015215484261315649
KP.2.3.5,136,0.0015215484261315649
BQ.1.1.46,136,0.0015215484261315649
XBB.1.5.97,136,0.0015215484261315649
HK.13.1,135,0.0015103605700570683
FL.4.6,135,0.0015103605700570683
CP.8,135,0.0015103605700570683
AY.103.1,135,0.0015103605700570683
B.1.1.3,135,0.0015103605700570683
B.1.323,135,0.0015103605700570683
FM.1,135,0.0015103605700570683
AY.43.7,134,0.0014991727139825714
BF.7.3,134,0.0014991727139825714
B.1.1.41,134,0.0014991727139825714
EU.1,133,0.0014879848579080744
XAY.2.2,133,0.0014879848579080744
BE.7,133,0.0014879848579080744
B.1.221.2,133,0.0014879848579080744
JN.1.28,133,0.0014879848579080744
BA.2.86.3,133,0.0014879848579080744
AA.2,132,0.0014767970018335777
B.1.1.225,132,0.0014767970018335777
XCL,131,0.001465609145759081
XBB.1.45.1,131,0.001465609145759081
B.1.160.22,131,0.001465609145759081
KP.2.3.8,131,0.001465609145759081
KP.3.2.1,131,0.001465609145759081
B.1.574,131,0.001465609145759081
JN.1.4.1,131,0.001465609145759081
BZ.1,131,0.001465609145759081
XBB.1.42,130,0.0014544212896845843
B.1.587,130,0.0014544212896845843
B.1.23,130,0.0014544212896845843
JG.2,130,0.0014544212896845843
B.61,130,0.0014544212896845843
A.28,130,0.0014544212896845843
JN.1.67.1,129,0.0014432334336100872
KP.3.2.5,129,0.0014432334336100872
MC.11.2,129,0.0014432334336100872
BQ.1.1.71,129,0.0014432334336100872
C.23,129,0.0014432334336100872
GK.1.8,129,0.0014432334336100872
XBB.1.5.40,129,0.0014432334336100872
JN.1.21,129,0.0014432334336100872
FL.24,128,0.0014320455775355906
B.1.177.32,128,0.0014320455775355906
XDY,128,0.0014320455775355906
B.1.533,128,0.0014320455775355906
BV.2,128,0.0014320455775355906
B.1.177.83,128,0.0014320455775355906
BQ.1.1.48,128,0.0014320455775355906
B.1.383,127,0.0014208577214610938
B.1.560,127,0.0014208577214610938
KP.4.1.3,127,0.0014208577214610938
BF.7.12,126,0.001409669865386597
B.1.44,126,0.001409669865386597
XBB.1.16.12,126,0.001409669865386597
B.1.160.10,126,0.001409669865386597
B.1.1.12,126,0.001409669865386597
XBB.2.4,126,0.001409669865386597
KK.1,126,0.001409669865386597
XBB.1.5.76,126,0.001409669865386597
C.3,126,0.001409669865386597
B.1.36.7,125,0.0013984820093121
BF.30,125,0.0013984820093121
B.10,125,0.0013984820093121
B.1.1.29,125,0.0013984820093121
LQ.1.1,125,0.0013984820093121
A.6,125,0.0013984820093121
AY.16.1,125,0.0013984820093121
B.1.157,125,0.0013984820093121
B.1.258.12,125,0.0013984820093121
HH.7,125,0.0013984820093121
HH.2,125,0.0013984820093121
EG.5,125,0.0013984820093121
CC.1,124,0.0013872941532376032
FK.1.2.1,124,0.0013872941532376032
CM.4,124,0.0013872941532376032
JM.1,124,0.0013872941532376032
C.12,124,0.0013872941532376032
B.1.124,124,0.0013872941532376032
XBB.1.22.1,123,0.0013761062971631066
FL.1.1,123,0.0013761062971631066
MA.1.2,123,0.0013761062971631066
B.1.1.244,123,0.0013761062971631066
BA.5.1.16,123,0.0013761062971631066
LB.1.7.2,123,0.0013761062971631066
JN.1.30,122,0.0013649184410886098
GJ.5.1,122,0.0013649184410886098
B.1.177.21,122,0.0013649184410886098
BA.2.86,122,0.0013649184410886098
FY.4.1.2,122,0.0013649184410886098
MZ.2,121,0.001353730585014113
P.1.12,121,0.001353730585014113
BZ.2,121,0.001353730585014113
B.1.162,120,0.001342542728939616
BA.4.5,120,0.001342542728939616
DK.1,120,0.001342542728939616
FL.13.3,120,0.001342542728939616
B.1.177.3,120,0.001342542728939616
FG.2,120,0.001342542728939616
KP.2.23,120,0.001342542728939616
DN.1.1.3,119,0.0013313548728651192
A.5,119,0.0013313548728651192
B.1.521,119,0.0013313548728651192
KP.1,119,0.0013313548728651192
JE.1,119,0.0013313548728651192
B.1.313,119,0.0013313548728651192
XL,119,0.0013313548728651192
AY.123,119,0.0013313548728651192
GZ.1,119,0.0013313548728651192
XW,119,0.0013313548728651192
B.1.541,119,0.0013313548728651192
B.1.160.31,118,0.0013201670167906226
AY.25.2,118,0.0013201670167906226
AA.7,118,0.0013201670167906226
B.1.258.5,118,0.0013201670167906226
B.1.1.115,118,0.0013201670167906226
HV.1.10,118,0.0013201670167906226
BA.1.1.6,118,0.0013201670167906226
B.1.314,117,0.0013089791607161256
BA.2.70,117,0.0013089791607161256
BN.6,117,0.0013089791607161256
B.1.166,117,0.0013089791607161256
FL.16,117,0.0013089791607161256
BV.1,116,0.001297791304641629
XCP,116,0.001297791304641629
EG.5.1.2,116,0.001297791304641629
HJ.1,116,0.001297791304641629
XBB.1.5.64,115,0.001286603448567132
B.1.258.14,115,0.001286603448567132
B.1.1.274,115,0.001286603448567132
B.1.1.216,115,0.001286603448567132
BQ.1.1.21,115,0.001286603448567132
AY.128,115,0.001286603448567132
A.2.5.2,115,0.001286603448567132
XBB.1.5.43,115,0.001286603448567132
JN.1.24,115,0.001286603448567132
BW.1.1.2,114,0.0012754155924926355
JN.1.48.1,114,0.0012754155924926355
BQ.1.7,114,0.0012754155924926355
DC.1,114,0.0012754155924926355
BA.5.2.54,114,0.0012754155924926355
JN.1.6.1,114,0.0012754155924926355
XZ,114,0.0012754155924926355
DR.2,114,0.0012754155924926355
BF.38,114,0.0012754155924926355
B.1.160.20,114,0.0012754155924926355
XBG,114,0.0012754155924926355
B.1.1.329,113,0.0012642277364181384
B.1.1.518,113,0.0012642277364181384
AA.4,113,0.0012642277364181384
KP.1.2,113,0.0012642277364181384
B.1.626,113,0.0012642277364181384
JN.1.11,113,0.0012642277364181384
B.1.308,112,0.0012530398803436416
EY.1,112,0.0012530398803436416
JN.1.20,112,0.0012530398803436416
AZ.2.1,112,0.0012530398803436416
B.35,112,0.0012530398803436416
B.11,112,0.0012530398803436416
B.1.1.200,112,0.0012530398803436416
BN.1.4.5,112,0.0012530398803436416
B.1.330,112,0.0012530398803436416
BT.1,112,0.0012530398803436416
B.1.1.50,111,0.001241852024269145
B.1.1.141,111,0.001241852024269145
MC.43,111,0.001241852024269145
B.1.1.204,111,0.001241852024269145
XBC.1,111,0.001241852024269145
XBB.1.5.44,111,0.001241852024269145
BA.2.2.1,111,0.001241852024269145
BA.2.68,110,0.0012306641681946481
BA.1.14.2,110,0.0012306641681946481
KP.4.2,110,0.0012306641681946481
FL.22,110,0.0012306641681946481
KP.2.8,110,0.0012306641681946481
GW.5.1.1,110,0.0012306641681946481
FL.27,110,0.0012306641681946481
AS.1,110,0.0012306641681946481
JS.1,110,0.0012306641681946481
GJ.1.2.5,110,0.0012306641681946481
DG.1,110,0.0012306641681946481
MA.1,109,0.0012194763121201513
FT.3,109,0.0012194763121201513
JN.1.58,109,0.0012194763121201513
JN.1.63,109,0.0012194763121201513
A.29,109,0.0012194763121201513
GK.1.6.1,109,0.0012194763121201513
B.1.1.517,109,0.0012194763121201513
HK.11.1,108,0.0012082884560456544
KE.1,108,0.0012082884560456544
P.1.17.1,107,0.0011971005999711578
B.1.362,107,0.0011971005999711578
LB.1.5,107,0.0011971005999711578
B.1.1.128,107,0.0011971005999711578
FE.1.1.1,107,0.0011971005999711578
DH.1,107,0.0011971005999711578
B.1.451,107,0.0011971005999711578
CD.2,107,0.0011971005999711578
B.1.1.376,107,0.0011971005999711578
HK.27,106,0.001185912743896661
JK.1,106,0.001185912743896661
B.1.177.51,106,0.001185912743896661
KR.1,106,0.001185912743896661
B.1.260,106,0.001185912743896661
GP.3,106,0.001185912743896661
JN.1.18.2,106,0.001185912743896661
B.1.36.12,105,0.0011747248878221641
C.37.1,105,0.0011747248878221641
XAK,105,0.0011747248878221641
B.1.338,105,0.0011747248878221641
BA.5.2.39,105,0.0011747248878221641
JN.11,105,0.0011747248878221641
B.1.630,104,0.0011635370317476673
MC.13.1,104,0.0011635370317476673
FL.26,104,0.0011635370317476673
BQ.2,104,0.0011635370317476673
B.1.1.47,104,0.0011635370317476673
EG.1.8,104,0.0011635370317476673
CA.3,103,0.0011523491756731704
B.1.273,103,0.0011523491756731704
CP.5,103,0.0011523491756731704
BR.2,103,0.0011523491756731704
CQ.1.1,103,0.0011523491756731704
JD.1.1.5,102,0.0011411613195986738
JJ.1,102,0.0011411613195986738
B.1.177.33,102,0.0011411613195986738
B.1.146,102,0.0011411613195986738
B.1.177.53,102,0.0011411613195986738
B.1.439,102,0.0011411613195986738
KP.2.3.7,102,0.0011411613195986738
LB.1.7.4,102,0.0011411613195986738
AH.2,101,0.0011299734635241768
LB.1.4.1,101,0.0011299734635241768
B.1.1.125,101,0.0011299734635241768
NL.2,101,0.0011299734635241768
HU.1.1,101,0.0011299734635241768
XBQ,101,0.0011299734635241768
B.1.177.71,100,0.0011187856074496801
B.1.36.10,100,0.0011187856074496801
XBB.1.16.27,100,0.0011187856074496801
FZ.1,100,0.0011187856074496801
BA.2.10.3,100,0.0011187856074496801
XBB.1.13,99,0.0011075977513751833
EG.5.2.3,99,0.0011075977513751833
AY.15,99,0.0011075977513751833
CP.1.1,99,0.0011075977513751833
BN.1.2.2,99,0.0011075977513751833
HK.3.2.2,99,0.0011075977513751833
B.1.1.487,99,0.0011075977513751833
XAM,99,0.0011075977513751833
JG.4,98,0.0010964098953006865
JN.9,98,0.0010964098953006865
B.1.1.419,98,0.0010964098953006865
AY.131,98,0.0010964098953006865
B.1.398,98,0.0010964098953006865
B.1.268,97,0.0010852220392261896
BA.2.15,97,0.0010852220392261896
BF.40,97,0.0010852220392261896
BA.2.17,97,0.0010852220392261896
JN.1.49,97,0.0010852220392261896
B.1.160.9,97,0.0010852220392261896
BA.2.75.3,96,0.0010740341831516928
XBB.1.4,96,0.0010740341831516928
B.1.370,96,0.0010740341831516928
XBB.1.5.103,96,0.0010740341831516928
XBB.1.16.29,96,0.0010740341831516928
CH.1.1.32,96,0.0010740341831516928
EE.3,96,0.0010740341831516928
BN.1.3.3,96,0.0010740341831516928
JN.1.65.1,96,0.0010740341831516928
GJ.1.2.6,95,0.0010628463270771962
BA.4.1.4,95,0.0010628463270771962
B.1.215,95,0.0010628463270771962
XAB,95,0.0010628463270771962
BA.2.63,95,0.0010628463270771962
JN.1.27,95,0.0010628463270771962
B.1.395,94,0.0010516584710026993
JN.1.4.8,94,0.0010516584710026993
CA.5,94,0.0010516584710026993
B.1.402,94,0.0010516584710026993
HG.2,94,0.0010516584710026993
B.1.105,94,0.0010516584710026993
XBB.1.9.4,94,0.0010516584710026993
B.1.1.406,94,0.0010516584710026993
B.1.390,94,0.0010516584710026993
B.1.1.270,94,0.0010516584710026993
MW.1,94,0.0010516584710026993
XBB.1.5.90,93,0.0010404706149282025
DE.2,93,0.0010404706149282025
FL.29,93,0.0010404706149282025
B.1.436,93,0.0010404706149282025
KP.3.3.10,93,0.0010404706149282025
B.1.160.28,93,0.0010404706149282025
KP.3.4,93,0.0010404706149282025
FA.2,93,0.0010404706149282025
JN.1.18.4,93,0.0010404706149282025
BF.18,93,0.0010404706149282025
JM.2,93,0.0010404706149282025
XAL,93,0.0010404706149282025
BA.2.75.4,93,0.0010404706149282025
BF.7.16,93,0.0010404706149282025
BU.2,92,0.0010292827588537056
B.1.108,92,0.0010292827588537056
LP.6,92,0.0010292827588537056
KP.5,92,0.0010292827588537056
EJ.2,92,0.0010292827588537056
BN.1.1.1,92,0.0010292827588537056
B.1.1.205,92,0.0010292827588537056
B.1.1.180,92,0.0010292827588537056
XDK.1.2,92,0.0010292827588537056
B.1.1.521,91,0.001018094902779209
B.1.147,91,0.001018094902779209
B.1.595.1,91,0.001018094902779209
B.1.480,91,0.001018094902779209
JN.1.53,91,0.001018094902779209
KP.2.5,91,0.001018094902779209
HV.1.3,91,0.001018094902779209
XBB.1.16.4,90,0.0010069070467047122
B.1.385,90,0.0010069070467047122
JN.10,90,0.0010069070467047122
HK.1,90,0.0010069070467047122
FD.5.1,89,0.0009957191906302151
BQ.1.1.39,89,0.0009957191906302151
BQ.1.1.53,89,0.0009957191906302151
U.1,89,0.0009957191906302151
MH.1,89,0.0009957191906302151
B.1.1.236,89,0.0009957191906302151
LZ.1.1,89,0.0009957191906302151
B.1.1.351,89,0.0009957191906302151
EG.8,89,0.0009957191906302151
XY,89,0.0009957191906302151
BQ.1.17,89,0.0009957191906302151
BQ.1.24,89,0.0009957191906302151
HK.3.12,89,0.0009957191906302151
XCV,89,0.0009957191906302151
BA.5.1.36,88,0.0009845313345557185
B.1.258.10,88,0.0009845313345557185
B.1.189,88,0.0009845313345557185
B.1.128,88,0.0009845313345557185
BN.1.10,88,0.0009845313345557185
HH.5,88,0.0009845313345557185
B.1.1.308,88,0.0009845313345557185
BF.7.15,88,0.0009845313345557185
MC.1.4,88,0.0009845313345557185
BN.1.5.2,87,0.0009733434784812217
KP.2.3.15,87,0.0009733434784812217
KP.2.27,87,0.0009733434784812217
XBB.1.5.88,87,0.0009733434784812217
JN.1.7.6,87,0.0009733434784812217
B.1.1.134,87,0.0009733434784812217
AY.119.1,87,0.0009733434784812217
FL.1.5.2,87,0.0009733434784812217
JN.1.16.3,86,0.0009621556224067249
LF.3.1.2,86,0.0009621556224067249
DT.1,86,0.0009621556224067249
BA.4.6.2,86,0.0009621556224067249
GY.7,86,0.0009621556224067249
XCT.1,86,0.0009621556224067249
GW.5.3,86,0.0009621556224067249
AY.9.2.2,86,0.0009621556224067249
BQ.1.1.60,86,0.0009621556224067249
B.1.591,86,0.0009621556224067249
B.1.1.459,85,0.0009509677663322281
GS.6,85,0.0009509677663322281
EG.6.1.1,85,0.0009509677663322281
XBB.1.6,85,0.0009509677663322281
XAJ,85,0.0009509677663322281
FY.4.1.1,85,0.0009509677663322281
XBM,85,0.0009509677663322281
BF.23,85,0.0009509677663322281
DN.1.1.4,85,0.0009509677663322281
MC.3,85,0.0009509677663322281
B.1.360,85,0.0009509677663322281
FL.1.3,85,0.0009509677663322281
XCF,85,0.0009509677663322281
AY.112.1,85,0.0009509677663322281
BQ.1.1.49,84,0.0009397799102577313
B.1.1.161,84,0.0009397799102577313
HK.15,84,0.0009397799102577313
JZ.1,84,0.0009397799102577313
XBB.1.5.71,84,0.0009397799102577313
XBB.1.5.57,84,0.0009397799102577313
B.1.190,84,0.0009397799102577313
BA.3.1,84,0.0009397799102577313
BF.7.13.2,83,0.0009285920541832345
BF.7.14.6,83,0.0009285920541832345
GW.5.3.1,83,0.0009285920541832345
BA.2.59,83,0.0009285920541832345
KP.2.3.6,83,0.0009285920541832345
XCW,83,0.0009285920541832345
B.1.636,83,0.0009285920541832345
B.1.603,83,0.0009285920541832345
BA.2.3.7,82,0.0009174041981087376
FY.5,82,0.0009174041981087376
B.1.1.58,82,0.0009174041981087376
FZ.2,82,0.0009174041981087376
JN.1.15,82,0.0009174041981087376
KP.1.1.5,82,0.0009174041981087376
B.1.621.2,82,0.0009174041981087376
FY.5.1,82,0.0009174041981087376
B.1.1.397,82,0.0009174041981087376
FW.1.1,82,0.0009174041981087376
BA.4.8,82,0.0009174041981087376
HP.1.1,82,0.0009174041981087376
EG.9.1,82,0.0009174041981087376
B.1.1.15,82,0.0009174041981087376
B.1.177.47,82,0.0009174041981087376
B.1.1.300,81,0.0009062163420342409
JN.1.60,81,0.0009062163420342409
B.1.554,81,0.0009062163420342409
LP.1.1,81,0.0009062163420342409
AY.124.1.1,81,0.0009062163420342409
DJ.1.1,81,0.0009062163420342409
B.1.423,81,0.0009062163420342409
JD.1.1.6,81,0.0009062163420342409
KP.3.1.5,80,0.000895028485959744
JN.1.50.1,80,0.000895028485959744
BN.1.2.4,80,0.000895028485959744
JN.1.1.3,80,0.000895028485959744
B.1.435,80,0.000895028485959744
B.1.1.55,80,0.000895028485959744
B.1.556,80,0.000895028485959744
XP,80,0.000895028485959744
B.1.1.71,80,0.000895028485959744
B.1.1.208,80,0.000895028485959744
FL.24.1,80,0.000895028485959744
XBB.1.5.105,80,0.000895028485959744
B.4.5,80,0.000895028485959744
XDL,80,0.000895028485959744
HN.3.1,80,0.000895028485959744
FL.21,80,0.000895028485959744
XCM,80,0.000895028485959744
BE.6,80,0.000895028485959744
MS.1,79,0.0008838406298852474
JG.3.4,79,0.0008838406298852474
ML.2,79,0.0008838406298852474
FD.4.1,79,0.0008838406298852474
BA.2.79,79,0.0008838406298852474
B.1.1.310,79,0.0008838406298852474
AK.1,79,0.0008838406298852474
JG.1,79,0.0008838406298852474
BF.31.1,79,0.0008838406298852474
K.2,79,0.0008838406298852474
KP.2.6,79,0.0008838406298852474
BQ.1.1.59,79,0.0008838406298852474
XBB.1.16.31,79,0.0008838406298852474
BA.2.78,78,0.0008726527738107504
B.1.264,78,0.0008726527738107504
BN.5,78,0.0008726527738107504
FL.33,78,0.0008726527738107504
AA.1,78,0.0008726527738107504
FF.1,78,0.0008726527738107504
FE.1,78,0.0008726527738107504
KP.2.3.4,78,0.0008726527738107504
BA.2.9.4,78,0.0008726527738107504
XBB.2.3.12,78,0.0008726527738107504
B.60,78,0.0008726527738107504
BQ.1.1.74,78,0.0008726527738107504
EU.1.1.3,78,0.0008726527738107504
BA.5.1.31,78,0.0008726527738107504
B.1.151,78,0.0008726527738107504
BA.3,78,0.0008726527738107504
LL.1,78,0.0008726527738107504
B.52,78,0.0008726527738107504
XAN,78,0.0008726527738107504
JC.1,77,0.0008614649177362537
BA.2.35,77,0.0008614649177362537
JN.1.13,77,0.0008614649177362537
JN.1.37,77,0.0008614649177362537
KU.2,77,0.0008614649177362537
LF.9.1,77,0.0008614649177362537
EE.4,77,0.0008614649177362537
XBB.2.8,76,0.0008502770616617568
MC.30,76,0.0008502770616617568
KP.2.1,76,0.0008502770616617568
BA.5.2.32,76,0.0008502770616617568
CM.5.2,76,0.0008502770616617568
CM.5,76,0.0008502770616617568
BA.5.1.20,76,0.0008502770616617568
FB.2,76,0.0008502770616617568
BQ.1.1.37,76,0.0008502770616617568
LF.9,75,0.0008390892055872601
JE.1.1.1,75,0.0008390892055872601
KP.3.1.12,75,0.0008390892055872601
KW.1,75,0.0008390892055872601
XBB.1.5.98,75,0.0008390892055872601
JN.1.47.2,75,0.0008390892055872601
B.1.1.299,75,0.0008390892055872601
HA.2,75,0.0008390892055872601
B.1.1.257,75,0.0008390892055872601
B.1.1.57,74,0.0008279013495127633
B.1.1.256,74,0.0008279013495127633
GJ.5,74,0.0008279013495127633
GE.1.1,74,0.0008279013495127633
XBB.1.16.10,74,0.0008279013495127633
B.1.294,74,0.0008279013495127633
XBB.2.3.4,74,0.0008279013495127633
XBB.1.11.1,74,0.0008279013495127633
B.1.1.528,74,0.0008279013495127633
AY.127.1,74,0.0008279013495127633
B.1.1.285,74,0.0008279013495127633
XDS,74,0.0008279013495127633
FL.4.5,74,0.0008279013495127633
XBF.9,74,0.0008279013495127633
B.1.76,73,0.0008167134934382664
BA.5.6.4,73,0.0008167134934382664
B.58,73,0.0008167134934382664
GK.1.6,73,0.0008167134934382664
B.1.177.28,73,0.0008167134934382664
B.1.117,73,0.0008167134934382664
XAC,73,0.0008167134934382664
XAA,73,0.0008167134934382664
B.1.1.374,73,0.0008167134934382664
AY.86,73,0.0008167134934382664
CL.1.3,73,0.0008167134934382664
GK.2.4,73,0.0008167134934382664
LP.1.2,73,0.0008167134934382664
EG.1.5,72,0.0008055256373637697
C.38,72,0.0008055256373637697
B.1.524,72,0.0008055256373637697
B.1.210,72,0.0008055256373637697
FY.1.1,72,0.0008055256373637697
FW.1,72,0.0008055256373637697
B.1.238,72,0.0008055256373637697
KS.1.3,72,0.0008055256373637697
B.1.1.262,71,0.0007943377812892729
HK.9,71,0.0007943377812892729
BQ.1.29,71,0.0007943377812892729
LP.7,71,0.0007943377812892729
BA.2.25.1,71,0.0007943377812892729
JN.1.48.3,71,0.0007943377812892729
B.1.418,71,0.0007943377812892729
GE.1.2,71,0.0007943377812892729
XEC.8,71,0.0007943377812892729
FL.2.4,71,0.0007943377812892729
JN.1.68,71,0.0007943377812892729
BA.5.2.60,71,0.0007943377812892729
B.1.499,71,0.0007943377812892729
FL.2.7,71,0.0007943377812892729
BA.2.69,71,0.0007943377812892729
XBB.1.30,71,0.0007943377812892729
XBF.1.1,71,0.0007943377812892729
B.1.452,71,0.0007943377812892729
B.1.405,70,0.0007831499252147761
CH.1.1.7,70,0.0007831499252147761
XBF.6,70,0.0007831499252147761
B.1.1.61,70,0.0007831499252147761
R.2,70,0.0007831499252147761
XBB.1.16.20,70,0.0007831499252147761
FY.3,70,0.0007831499252147761
KP.3.1.10,70,0.0007831499252147761
LB.1.1,70,0.0007831499252147761
HK.8.1,70,0.0007831499252147761
HK.19,70,0.0007831499252147761
XBB.4,70,0.0007831499252147761
AA.6,69,0.0007719620691402793
JN.2.3,69,0.0007719620691402793
HK.3.2.1,69,0.0007719620691402793
KP.2.10,69,0.0007719620691402793
B.1.1.323,69,0.0007719620691402793
XCA,69,0.0007719620691402793
XBB.1.5.92,69,0.0007719620691402793
BQ.1.1.38,69,0.0007719620691402793
B.1.1.234,69,0.0007719620691402793
BA.2.43,69,0.0007719620691402793
EF.1.1.1,69,0.0007719620691402793
BA.2.28,69,0.0007719620691402793
KP.2.3.11,69,0.0007719620691402793
JN.1.44,68,0.0007607742130657824
FY.3.3,68,0.0007607742130657824
JY.1.1,68,0.0007607742130657824
KB.4,68,0.0007607742130657824
B.1.1.322,68,0.0007607742130657824
B.1.444,68,0.0007607742130657824
HR.1.1,68,0.0007607742130657824
HK.3.10,68,0.0007607742130657824
FD.5,68,0.0007607742130657824
B.1.485,68,0.0007607742130657824
JY.1,68,0.0007607742130657824
BA.4.1.3,68,0.0007607742130657824
FL.17,68,0.0007607742130657824
B.1.1.130,68,0.0007607742130657824
GK.2.3,68,0.0007607742130657824
FN.1,68,0.0007607742130657824
AS.2,68,0.0007607742130657824
B.1.1.413,68,0.0007607742130657824
BA.4.1.10,67,0.0007495863569912857
BE.1.4.4,67,0.0007495863569912857
MV.1,67,0.0007495863569912857
KP.2.2.1,67,0.0007495863569912857
B.1.1.49,67,0.0007495863569912857
CR.2,67,0.0007495863569912857
B.1.1.165,67,0.0007495863569912857
BF.7.11,67,0.0007495863569912857
HH.1.1,67,0.0007495863569912857
EQ.1,67,0.0007495863569912857
KP.3.1.7,66,0.0007383985009167889
KS.1.1,66,0.0007383985009167889
B.1.1.132,66,0.0007383985009167889
HK.17,66,0.0007383985009167889
GA.5,66,0.0007383985009167889
B.1.165,66,0.0007383985009167889
GJ.1.1,66,0.0007383985009167889
LF.4.1,66,0.0007383985009167889
XBB.1.5.41,66,0.0007383985009167889
FL.15.3,66,0.0007383985009167889
FL.19.1,66,0.0007383985009167889
AA.5,66,0.0007383985009167889
BQ.1.1.44,66,0.0007383985009167889
JD.1,66,0.0007383985009167889
BA.2.38.1,66,0.0007383985009167889
JF.2,66,0.0007383985009167889
DT.3,66,0.0007383985009167889
BF.7.14.5,65,0.0007272106448422921
B.1.1.43,65,0.0007272106448422921
HK.8,65,0.0007272106448422921
JN.1.39.1,65,0.0007272106448422921
BA.2.30,65,0.0007272106448422921
B.1.37,65,0.0007272106448422921
B.1.1.149,64,0.0007160227887677953
GK.1.10,64,0.0007160227887677953
XBB.8,64,0.0007160227887677953
BQ.1.1.61,64,0.0007160227887677953
BQ.1.1.9,64,0.0007160227887677953
HK.3.14,64,0.0007160227887677953
CM.10,64,0.0007160227887677953
B.1.550,64,0.0007160227887677953
KC.1.1,64,0.0007160227887677953
MC.8.1,64,0.0007160227887677953
BA.5.10.1,64,0.0007160227887677953
BQ.1.32,63,0.0007048349326932985
EG.5.1.12,63,0.0007048349326932985
B.1.1.296,63,0.0007048349326932985
GJ.1.2.8,63,0.0007048349326932985
GA.1,63,0.0007048349326932985
MC.8,62,0.0006936470766188016
KP.2.3.14,62,0.0006936470766188016
HN.3,62,0.0006936470766188016
BQ.1.1.77,62,0.0006936470766188016
XAD,62,0.0006936470766188016
XBB.1.33,62,0.0006936470766188016
KP.2.3.12,62,0.0006936470766188016
MC.36,62,0.0006936470766188016
MC.42,62,0.0006936470766188016
GA.3,62,0.0006936470766188016
AY.133,61,0.0006824592205443049
B.1.293,61,0.0006824592205443049
BA.2.3.16,61,0.0006824592205443049
KP.3.1.3,61,0.0006824592205443049
MF.1,61,0.0006824592205443049
DS.1,61,0.0006824592205443049
B.1.478,61,0.0006824592205443049
BF.10.1,61,0.0006824592205443049
FL.31,61,0.0006824592205443049
